,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
13457,21223,13435,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Blue Tshirts
13458,21224,43345,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2013.0,Casual,Reebok Men Olive Blaze Ultra Casual Shoes
13459,21225,2062,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Mens  T-shirt
13460,21228,24085,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Manchester United Men White Sweatshirt
13461,21229,25157,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag
13462,21230,11362,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,United Colors of Benetton Women  Printed Beige Top
13463,21231,39508,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Peter England Unisex Black Backpack
13464,21236,47381,Women,Accessories,Bags,Handbags,Taupe,Summer,2012.0,Casual,Baggit Women Taupe Bag
13465,21238,8900,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling Blue Shirts
13466,21239,22716,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men Dart 9 Leather White Sports Shoes
13467,21240,7174,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Green & Purple Checked Shirt
13468,21242,27264,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Arrow Woman Pink Printed Top
13469,21243,54796,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans
13470,21244,13051,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Check Blue Shirts
13471,21246,31301,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
13472,21247,12183,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
13473,21248,55644,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
13474,21249,7948,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Chevron Wording Blue T-shirt
13475,21250,25533,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men American Flag Blue Shirt
13476,21251,11706,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Lee Men Check Yellow Shirts
13477,21253,32584,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,ONLY Women Crepe Printed Yellow Top
13478,21254,33456,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Billuz Roy Green Handbag
13479,21256,21193,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012.0,Casual,Quiksilver Unisex Navy Blue Backpack
13480,21258,39950,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2013.0,Casual,Gas Men Green Freak Flip Flops
13481,21260,20041,Women,Accessories,Bags,Handbags,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Handbags
13482,21261,40998,Girls,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Palm Tree Girls Woven Black Jeans
13483,21262,5623,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011.0,Casual,Nike Men's Splash Thong Black Red Flip Flop
13484,21266,40396,Women,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Tonga Women Multi Colored Shirt
13485,21267,52653,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Mod'acc Women Grey Handbag
13486,21268,15194,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Arrow Sport Men Printed Black Tshirt
13487,21269,36316,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Mr.Men Boys Mr. Messy White T-shirt
13488,21270,5411,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Tribord To 100 Basic Lady Ss11
13489,21271,44736,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,U.S. Polo Assn. Men Black Formal Shoes
13490,21272,53781,Men,Apparel,Topwear,Tshirts,Blue,,,Sports,Puma Men Blue Sless Round Neck T-shirt
13491,21273,34441,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Myntra Women Peace Love Chocolate Yellow T-shirt
13492,21274,6294,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Super Star Print Green T-shirt
13493,21275,7346,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Men's Budwiser Blue T-shirt
13494,21276,22524,Unisex,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Crocs Unisex Grey Sandals
13495,21277,49815,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
13496,21278,43513,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,French Connection Women Orange Dress
13497,21279,28822,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
13498,21280,2634,Men,Footwear,Sandal,Sandals,Beige,Fall,2010.0,Casual,Carlton London Men Beige Strapped Sandal
13499,21281,27056,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Yelloe White Chain Detail Handbag
13500,21282,13263,Women,Apparel,Bottomwear,Skirts,Pink,Fall,2011.0,Casual,Palm Tree Kids Girl Solid Pink Skirts
13501,21285,26184,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Casual Sandals
13502,21286,31133,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt
13503,21288,47375,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag
13504,21289,6052,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,UCB Men Basic Logo Pink Shirt
13505,21291,9826,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Little Miss Women Printed Green T-shirt
13506,21292,7180,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Zipped Ankle Shimmer Blue Jeans
13507,21293,35755,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Force 10 Men Black & Grey Sports Shoes
13508,21295,3520,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Reaching The Moon Black T-shirt
13509,21296,12177,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Shirt
13510,21299,32570,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,ONLY Women Pink Top
13511,21300,39198,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
13512,21301,20889,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Basics Men Grey Casual Shoes
13513,21302,40150,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Grey T-shirt
13514,21303,10620,Women,Footwear,Flip Flops,Flip Flops,Gold,Fall,2011.0,Casual,Carlton London Women Casual Gold Slippers
13515,21304,24415,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,ADIDAS Men Zeitfrei Slide Black Flip Flops
13516,21305,45422,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
13517,21308,21167,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,s.Oliver Women Solid Black Top
13518,21309,15352,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
13519,21312,37002,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Lino Perros Women Blue Sling Bag
13520,21313,32742,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Fila Men Calve Grey Shoes
13521,21315,10412,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Printed Grey Tshirts
13522,21316,24627,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Converse Unisex Black Shoes
13523,21317,33690,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Cobblerz Men White & Red Casual Shoes
13524,21319,15160,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Arrow Sport Men Stripes Orange Polo Tshirts
13525,21320,45610,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Arrow Men Brown Formal Shoes
13526,21322,53775,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Soft Red T-shirt
13527,21323,1879,Men,Apparel,Topwear,Tshirts,Red,Winter,2010.0,Casual,FIFA Mens 1982 Spain Red T-shirt
13528,21327,47147,Women,Accessories,Bags,Handbags,Orange,Summer,2015.0,Casual,Be For Bag Women Combo pack Tote Bags
13529,21328,35567,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Arrow Men Brown Formal Shoes
13530,21329,46095,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,ADIDAS Women Blue Cherryanda Flip Flops
13531,21331,13297,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed White Tshirts
13532,21335,3712,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Lee Men's Navy Blue Polo T-shirt
13533,21337,10076,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Women Large logo tee Black Tshirts
13534,21340,56663,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Brown Shoes
13535,21343,15504,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Women Casual Black Casual Shoes
13536,21345,4153,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Sweet Classic Black White Shoe
13537,21346,11998,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt
13538,21349,16381,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Trouser
13539,21350,51446,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Tonga Women Cream-Coloured Top
13540,21352,17253,Men,Apparel,Topwear,Tshirts,White,Winter,2016.0,Casual,U.S. Polo Assn. Men Printed Ivory Tshirt
13541,21354,6604,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Spykar Women's Day Beach  Blue Melange T-shirt
13542,21355,54908,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Do U Speak Green Men Beige T-Shirt
13543,21356,12721,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,ADIDAS Unisex Casual Black Sandals
13544,21357,3376,Women,Footwear,Shoes,Sports Shoes,Black,Spring,2012.0,Sports,Asics Women Gel Technology Active Black White Pink Shoe
13545,21358,22988,Men,Apparel,Bottomwear,Shorts,Black,Summer,2016.0,Sports,2go Active Gear USA Men Black John Shorts
13546,21360,54134,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Heels
13547,21362,3978,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Mr.Men Men's Busy Doing Nothing Maroon T-shirt
13548,21363,22386,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White & Navy Striped Shirt
13549,21365,6436,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Lotto Men's Calcetto White Shoe
13550,21367,23254,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Arrow Men Formal Brown Shoes
13551,21369,31791,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Lee Women Delna Grey Top
13552,21370,42263,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
13553,21371,12513,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
13554,21372,26726,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Graphic Black T-shirt
13555,21373,18029,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Lino Perros Women Printed Grey Black Handbag
13556,21376,2096,Men,Apparel,Topwear,Shirts,Green,Winter,2010.0,Casual,Lee Men Olive Green Shirt
13557,21377,1613,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White Polo Tshirt
13558,21379,10244,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Murcia Women Emma Beige Handbags
13559,21381,24071,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Grey Heels
13560,21383,11396,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Purple Tshirts
13561,21384,53123,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Women Black T-shirt
13562,21385,44194,Women,Footwear,Flip Flops,Flip Flops,Gold,Winter,2012.0,Casual,iPanema Women Gold Flip Flops
13563,21387,4361,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Free Authority Men's Melting Times Blue T-shirt
13564,21388,15736,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Sweet Classic high White Casual Shoes
13565,21390,27855,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Scullers For Her Check Navy Blue Shirt
13566,21391,26987,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Jealous 21 Women Black Shorts
13567,21392,7379,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Blk Casual Black Shoe
13568,21393,31930,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Fabindia Women Black Silk Clutch
13569,21399,8331,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's Car Print Teen Kidswear
13570,21400,15997,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Turtle Check Men White Shirt
13571,21404,36329,Men,Footwear,Shoes,Casual Shoes,Purple,Spring,2007.0,Casual,Newfeel Men Purple Casual Shoes
13572,21405,44709,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Lotto Men Red Surf Island Flip Flop
13573,21406,14079,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men Solid Navy Blue Polo Tshirts
13574,21407,11739,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Lee Men Stripes Red T-shirt
13575,21411,21990,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Casual Handbag
13576,21412,20842,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
13577,21415,15399,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Fila Men Zoom White Casual Shoes
13578,21416,41875,Men,Footwear,Sandal,Sandals,Brown,Fall,2014.0,Casual,Estd. 1977 Men Brown Sandals
13579,21419,13852,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Check Blue Shirts
13580,21420,6099,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Men's Lost Dog Print Blue T-shirt
13581,21423,22729,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,2011.0,Casual,Nike Men Air Max 90 VT Grey Casual Shoes
13582,21424,12980,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011.0,Casual,ADIDAS Mens Calo Lea M Brown Flip Flops
13583,21425,18486,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Puma Women Washed Blue Jeans
13584,21426,8103,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men's Barricade Team Black Silver Red Shoe
13585,21427,26389,Men,Apparel,Topwear,Shirts,Magenta,Summer,2012.0,Formal,Turtle Men Check Magenta Shirt
13586,21428,19554,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Navy Blue TShirt
13587,21431,25168,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag
13588,21434,58500,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women Printed White Top
13589,21435,33831,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men II Biz White Shoes
13590,21436,24886,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Polo T-shirt
13591,21438,16178,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes
13592,21439,46608,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels
13593,21440,34228,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013.0,Casual,Proline Men Purple T-shirt
13594,21441,2861,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Men's I am Hooked Green T-shirt
13595,21442,28677,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Proline Men Red T-shirt
13596,21443,49640,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012.0,Casual,Mineral Women Turquoise Blue Top
13597,21444,19130,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,Lotto Men Racing Grey Slippers
13598,21445,17896,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Mens Football Red Jersey
13599,21449,28445,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Kiara Women Pink Handbag
13600,21451,19302,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Waffle Racer II Black Sports Shoes
13601,21453,9687,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Ess 3s White T-Shirt
13602,21455,34826,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Fall,2013.0,Sports,ADIDAS Men Speedtrek Navy Blue Sports Shoes
13603,21456,24288,Men,Apparel,Topwear,Sweatshirts,Grey,Summer,2012.0,Casual,Quiksilver Men Grey Sweatshirt
13604,21457,5876,Women,Accessories,Bags,Handbags,Black,Summer,2011.0,Casual,Puma Women Heritage Black Handbag
13605,21459,58732,Men,Apparel,Topwear,Tshirts,Grey,Fall,2012.0,Casual,Puma Men Grey T-shirt
13606,21460,11953,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2012.0,Casual,Ganuchi Men Casual Beige Casual Shoes
13607,21461,4198,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Royal Sailing Kidswear
13608,21466,15709,Men,Footwear,Shoes,Sports Shoes,Green,Fall,2011.0,Sports,Puma Men Whirlwind Classic Green Sports Shoes
13609,21468,3947,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White XOXO Trendy T-shirt
13610,21469,6409,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Lotto Women's Leisure White Shoe
13611,21470,2895,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Heeled Black Silver Strap Heels
13612,21471,8593,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Scullers Men Black Polo T-Shirts
13613,21472,26719,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirt
13614,21476,9441,Unisex,Accessories,Bags,Backpacks,Black,Spring,2013.0,Casual,Nike Unisex Hayward 25m B Black Backpacks
13615,21478,29563,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Rata Vulc Brown Shoes
13616,21479,42852,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,French Connection Women Multi Colour Shopper Bag
13617,21481,54937,Women,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Do u speak green Women Beige T-shirt
13618,21482,35900,Women,Accessories,Bags,Handbags,Green,Fall,2012.0,Casual,Peperone Women Green Handbag
13619,21483,49486,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Vans Men Blue Casual Shoes
13620,21484,3349,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Expected Career Path Black T-shirt
13621,21485,9673,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Ess 3s Hsj Navy Blue Shorts
13622,21486,23865,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Black Fluid Trainer M Sports Shoes
13623,21487,18224,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Printed Red Tshirt
13624,21488,5882,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Puma Women's Graphic Logo Green T-shirt
13625,21489,10049,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Mns Body Train Black Tshirts
13626,21490,40739,Unisex,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012.0,Casual,Converse Unisex Grey Flip Flops
13627,21491,38623,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Nike Men Green Polo T-shirt
13628,21493,4950,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kimon Blue Infant Bermuda Kidswear
13629,21494,44399,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,Force 10 Men Grey & White Sports Shoes
13630,21495,10875,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Motor City Grey T-Shirts
13631,21497,17608,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Sporty Girl dark Pink Tshirts
13632,21498,30816,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012.0,Ethnic,Fabindia Women Red Leggings
13633,21499,47178,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Ganuchi Men Black Sandals
13634,21500,35558,Girls,Footwear,Sandal,Sandals,Silver,Summer,2012.0,Casual,Enroute Teens Silver Sandals
13635,21502,9217,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men D Force Mid SF White Casual Shoes
13636,21503,48130,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fossil Women Black Handbag
13637,21504,18640,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men V.11 Cat Black Tshirts
13638,21505,46896,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans
13639,21506,19792,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Purple Tshirt
13640,21507,15963,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Turtle Solid Men Black Jacket
13641,21510,38247,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Batman Boys Blue Printed T-shirt
13642,21512,4508,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Lotto Women Bilbao Blue White Shoe
13643,21513,1846,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Buddha Bless You T-shirt
13644,21514,21964,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag
13645,21515,37801,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Players Men Stripes Black Shirt
13646,21516,59042,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Black Heels
13647,21517,21158,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,s.Oliver Women Solid Black Top
13648,21518,40953,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Yellow T-shirt
13649,21520,58190,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Rocky S Women Red Handbag
13650,21521,9819,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Little Miss Women Printed Orange T-shirt
13651,21523,12974,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Ambition Logo White Sports Shoes
13652,21525,9025,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men New Pampa Brown Shoes
13653,21529,57125,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Elle Women Black Top
13654,21530,25505,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Kids Boys Soccer White T-Shirt
13655,21531,11730,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Lee Men Solid Yellow T-shirt
13656,21532,21999,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Casual Red Handbag
13657,21533,59883,Women,Apparel,Topwear,Tops,Brown,Fall,2012.0,Casual,Femella Women Brown Tube Top
13658,21536,5615,Men,Footwear,Sandal,Sandals,Grey,Summer,2011.0,Casual,ADIDAS Men Henrio Grey Red Floater
13659,21537,44532,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals
13660,21538,39966,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Gas Men Red & Brown Clapton Shoes
13661,21541,16515,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
13662,21542,22720,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Nike Men Navy Blue Flyclave LTR Casual Shoes
13663,21543,12989,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Kids Duramo Synthetic White Sports Shoes
13664,21544,35797,Women,Footwear,Shoes,Heels,Copper,Summer,2012.0,Casual,Enroute Women Copper Flats
13665,21545,7142,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers For Her Women Light Work Purple Check Shirts
13666,21547,6090,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Women's Racerback Print White T-shirt
13667,21548,31337,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Washed Blue Jeans
13668,21549,26380,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Turtle Men Striped Black Trousers
13669,21550,13067,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Numero Uno Men White Shoes
13670,21551,7370,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Red Tape Men Stone Brown Floater
13671,21553,49823,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
13672,21555,47185,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Ganuchi Men Black Shoes
13673,21557,12387,Men,Apparel,Topwear,Shirts,Orange,Fall,2011.0,Formal,Reid & Taylor Men Stripes Orange Shirts
13674,21558,8338,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's 77 Juniors League White Black Kidswear
